lda_topic,topic_hits,lda_word,lda_word_prob,hit,word_hit_count,anno_score,topic_anno,anno_w_type,anno_w_mass,anno_w_anno
0,1,,,,4,0.54317762959933724,U_1,,,
,,Frag_130.08601,0.31363094202985659,hit,,,,Frag,84.08132432663999,C5H10N
,,Loss_129.07885,0.18891698947727445,,,,,Frag,56.05002419808,C3H6N
,,Frag_84.08081,0.1199914491462204,hit,,,,Frag,67.05477522498,C5H7
,,Loss_155.0577,0.091516079849988705,,,,,Frag,130.08680363512,C6H12NO2
,,Frag_56.04982,0.061303366018776319,hit,,,,,,
,,Loss_141.04247,0.058239840238080001,,,,,,,
,,Frag_67.05441,0.048251872404483968,hit,,,,,,
,,Loss_109.05284,0.02244498681482664,,,,,,,
,,Frag_225.12265,0.015354613639119944,,,,,,,
,,Loss_84.04239,0.01201867550913337,,,,,,,
1,1,,,,4,0.50353167464178206,U_Mass2Motif related to ascorbic acid substructure as well as a loss of C6H11NO6 (possibly related to glucuronic acid amide) ? fragments for ascorbic acid in positive mode were found in Metlin database,,,
,,Loss_193.05846,0.48310600384968322,hit,,,,Frag,141.0187836491,C6H5O4
,,Loss_176.14097,0.087144678887844426,,,,,Loss,193.05863709138,C6H11NO6
,,Loss_182.11662,0.062998347415633371,,,,,Frag,95.01330434062,C5H3O2
,,Loss_190.15677,0.039883052026328747,,,,,Frag,113.02386902699999,C5H5O3
,,Frag_166.09795,0.03118631340818102,,,,,,,
,,Frag_215.16511,0.025146874544074247,,,,,,,
,,Loss_186.11178,0.023130468760562913,,,,,,,
,,Loss_162.12534,0.020790297504270687,,,,,,,
,,Loss_188.14115,0.01868129104164826,,,,,,,
,,Frag_195.10118,0.018225177891034349,,,,,,,
,,Loss_132.11466,0.01596942922401539,,,,,,,
,,Loss_134.10539,0.015214131709726663,,,,,,,
,,Frag_148.08732,0.014287136822993826,,,,,,,
,,Frag_187.13182,0.010549638029431296,,,,,,,
2,1,,,,3,0.69446743423267032,"U_Alkyl aromatic substructure ? indicative for aromatic ring with 2-carbon alkyl chain attached, i.e., phenylethene fragment",,,
,,Frag_81.06979,0.6594440722373951,hit,,,,Frag,91.05477522498,C7H7
,,Loss_142.03001,0.075086942533670389,,,,,Frag,79.05477522498,C6H7
,,Frag_123.08026,0.046566091843931436,,,,,Frag,67.05477522498,C5H7
,,Loss_100.01934,0.036568181703609412,,,,,Frag,105.07042528926,C8H9
,,Frag_67.05441,0.026402501924611969,hit,,,,Frag,81.07042528926,C6H9
,,Loss_128.01425,0.021878801854948813,,,,,Frag,93.07042528926,C7H9
,,Frag_141.0914,0.014843689989891263,,,,,Frag,53.039125160699996,C4H5
,,Loss_156.0455,0.013479755433430366,,,,,Frag,55.05477522498,C4H7
3,0,,,,,,,,,
,,Loss_161.10489,0.35661817554628022,,,,,,,
,,Loss_179.11551,0.15372104412269072,,,,,,,
,,Frag_85.02842,0.13048083605849892,,,,,,,
,,Frag_60.08104,0.085075137939054399,,,,,,,
,,Frag_129.05475,0.043366782422581282,,,,,,,
,,Loss_77.08383,0.040237803824259843,,,,,,,
,,Frag_123.08026,0.031111290284337352,,,,,,,
,,Frag_57.03375,0.023064833445694544,,,,,,,
,,Frag_111.04409,0.019541360169209796,,,,,,,
,,Frag_239.12877,0.015346900558744559,,,,,,,
,,Frag_225.11258,0.010884241716444892,,,,,,,
4,1,,,,7,0.58095446929423411,U_Mass2Motif related to paracetamol-mercapturates,,,
,,Frag_140.01678,0.18872595796587591,hit,,,,Frag,140.01700951018,C6H6NOS
,,Frag_166.03205,0.11248593844296147,hit,,,,Frag,208.04322426084,C10H10NO2S
,,Frag_208.04297,0.11068678423748457,hit,,,,Frag,96.04493882018,C5H6NO
,,Frag_96.04451,0.070221805064381873,hit,,,,Frag,166.03265957446,C8H8NOS
,,Loss_173.06853,0.052542013949896119,,,,,Frag,112.02209488807999,C5H6NS
,,Frag_121.01082,0.04549382939740073,hit,,,,Frag,149.0061104728,C8H5SO
,,Frag_149.00578,0.040390119741125732,hit,,,,Frag,121.01119585069999,C7H5S
,,Frag_182.02745,0.035017231254615512,,,,,,,
,,Frag_153.07495,0.033614829530993921,,,,,,,
,,Frag_271.07557,0.024173187799216699,,,,,,,
,,Frag_133.05118,0.015696940127007435,,,,,,,
,,Frag_111.06339,0.014944567944497245,,,,,,,
,,Frag_112.02155,0.012950034445003885,hit,,,,,,
,,Loss_164.07983,0.012432623394580527,,,,,,,
,,Frag_225.06863,0.011234210651459116,,,,,,,
,,Loss_189.06345,0.010993621288715769,,,,,,,
,,Loss_192.07478,0.010385358235375172,,,,,,,
5,0,,,,,,,,,
,,Frag_147.05402,0.17571920091843027,,,,,,,
,,Frag_154.08612,0.12230474889816279,,,,,,,
,,Loss_28.0059,0.084355202241507207,,,,,,,
,,Frag_115.03913,0.08337036192302609,,,,,,,
,,Loss_77.03536,0.051647731643440609,,,,,,,
,,Frag_154.07293,0.044097683114479973,,,,,,,
,,Loss_123.04074,0.043150033418168733,,,,,,,
,,Loss_123.0037,0.026832338536148737,,,,,,,
,,Loss_108.02983,0.024620586007975436,,,,,,,
,,Loss_46.02236,0.02202097564867753,,,,,,,
,,Frag_126.07511,0.018950822656542562,,,,,,,
,,Loss_131.06348,0.018257527626433619,,,,,,,
,,Frag_172.09734,0.018214770091707546,,,,,,,
,,Frag_85.0477,0.018122731995453504,,,,,,,
,,Frag_110.05791,0.017840301510280612,,,,,,,
,,Loss_93.04259,0.016322214499130211,,,,,,,
,,Loss_107.02604,0.015283391192808035,,,,,,,
,,Loss_64.00384,0.014180635977237349,,,,,,,
,,Loss_45.99379,0.012935920016026944,,,,,,,
,,Frag_146.08099,0.012935567893938231,,,,,,,
,,Frag_61.01089,0.010811812484099894,,,,,,,
,,Frag_146.06008,0.010188679408019832,,,,,,,
6,0,,,,,,,,,
,,Frag_112.07589,0.49956349114901905,,,,,,,
,,Frag_70.06513,0.22935872570762264,,,,,,,
,,Loss_80.04717,0.0966228785329655,,,,,,,
,,Frag_157.09698,0.047959970135543657,,,,,,,
,,Frag_175.10816,0.032423082564654405,,,,,,,
,,Frag_115.08649,0.01630255364828782,,,,,,,
,,Frag_129.10205,0.015202707393255261,,,,,,,
,,Frag_171.11267,0.011212426755197904,,,,,,,
7,6,,,,1,0.51255036795529618,"U_Alkyl aromatic substructure ? indicative for aromatic ring with 2-carbon alkyl chain attached, i.e., phenylethene fragment",,,
,,Frag_53.03894,0.51255036795529618,hit,,,,Frag,91.05477522498,C7H7
,,Loss_51.99448,0.33929186068446537,,,,,Frag,79.05477522498,C6H7
,,Frag_51.02327,0.051237524993358846,,,,,Frag,67.05477522498,C5H7
,,Loss_54.0103,0.046965461029477677,,,,,Frag,105.07042528926,C8H9
,,Frag_77.03859,0.014815935196159377,,,,,Frag,81.07042528926,C6H9
,,,,,,,,Frag,93.07042528926,C7H9
,,,,,,,,Frag,53.039125160699996,C4H5
,,,,,,,,Frag,55.05477522498,C4H7
7,6,,,,1,0.51255036795529618,U_N-acetylneuraminic acid related Mass2Motif ? N-acetylneuraminic acid fragments found in MzCloud ? and match to NIST_msms,,,
,,Frag_53.03894,0.51255036795529618,hit,,,,Frag,60.04493882018,C2H6NO
,,Loss_51.99448,0.33929186068446537,,,,,Frag,96.04493882018,C5H6NO
,,Frag_51.02327,0.051237524993358846,,,,,Frag,68.05002419808,C4H6N
,,Loss_54.0103,0.046965461029477677,,,,,Frag,53.039125160699996,C4H5
,,Frag_77.03859,0.014815935196159377,,,,,Frag,55.01838971852,C3H3O
,,,,,,,,Frag,121.02895440489999,C7H5O2
,,,,,,,,Frag,167.03443371338,C8H7O4
,,,,,,,,Frag,274.09267687418003,C11H16NO7
,,,,,,,,Frag,197.04499839976,C9H9O5
7,6,,,,1,0.51255036795529618,"U_[C=O]-NH-CH2-phenyl substructure related Mass2Motif ? i.e., present in benzylurea",,,
,,Frag_53.03894,0.51255036795529618,hit,,,,Frag,53.039125160699996,C4H5
,,Loss_51.99448,0.33929186068446537,,,,,Frag,134.06058888446,C8H8NO
,,Frag_51.02327,0.051237524993358846,,,,,Frag,168.06606819293998,C8H10NO3
,,Loss_54.0103,0.046965461029477677,,,,,Frag,106.06567426235999,C7H8N
,,Frag_77.03859,0.014815935196159377,,,,,,,
7,6,,,,1,0.51255036795529618,"U_Mass2Motif related to Clopidogrel ? contains mainly metabolites not modified on the COOH group, responsible for the C8H8OCl and C10H11NO2Cl fragments. Also contains ion products (fragmented isotopes)",,,
,,Frag_53.03894,0.51255036795529618,hit,,,,Frag,132.05751487922,C8H8OCL
,,Loss_51.99448,0.33929186068446537,,,,,Frag,125.01580290284,C7H6Cl
,,Frag_51.02327,0.051237524993358846,,,,,Frag,91.05477522498,C7H7
,,Loss_54.0103,0.046965461029477677,,,,,Frag,53.039125160699996,C4H5
,,Frag_77.03859,0.014815935196159377,,,,,Frag,105.0340397828,C7H5O
,,,,,,,,Frag,212.04783131297998,C10H11NO2Cl
,,,,,,,,Frag,65.0391251607,C5H5
,,,,,,,,Frag,183.02128221132,C9H8O2Cl
,,,,,,,,Frag,184.05291669087998,C9H11NOCl
,,,,,,,,Frag,152.02670194022,C8H7NCl
,,,,,,,,Frag,138.99506746066,C7H4OCl
7,6,,,,1,0.51255036795529618,U_Mass2Motif related to Clopidogrel ? mainly COOH metabolites with intact thiophene ring (which is responsible for the C6H6S loss),,,
,,Frag_53.03894,0.51255036795529618,hit,,,,Frag,125.01580290284,C7H6Cl
,,Loss_51.99448,0.33929186068446537,,,,,Frag,152.02670194022,C8H7NCl
,,Frag_51.02327,0.051237524993358846,,,,,Frag,141.01071752494,C7H6OCl
,,Loss_54.0103,0.046965461029477677,,,,,Frag,140.02670194022,C7H7NCl
,,Frag_77.03859,0.014815935196159377,,,,,Frag,113.01580290284,C6H6Cl
,,,,,,,,Frag,53.039125160699996,C4H5
